   ID      X        Y         U       e(U)     B      e(B)     V      e(V)     I      e(I)
 1684   1742.94    70.25    19.410   0.047  19.024   0.034  18.128   0.034  16.980   0.047
 1685   1277.16   215.53    19.687   0.067  19.028   0.031  17.900   0.034  16.534   0.032
 1686   1240.69  1919.61    19.120   0.042  19.028   0.092  17.986   0.034  16.991   0.050
 1687   1311.29   893.21    19.883   0.053  19.030   0.023  17.860   0.025  16.564   0.034
 1688    168.67   200.74    19.422   0.059  19.027   0.028  18.027   0.020  16.714   0.032
 1689    964.05  1320.58    19.774   0.060  19.026   0.041  18.098   0.025  16.967   0.037
 1690    699.71  1100.89    19.592   0.057  19.026   0.032  18.131   0.037  17.054   0.034
 1691   1213.75  1354.80    19.211   0.042  19.023   0.036  18.330   0.040  17.434   0.050
 1692    849.80  1387.12    19.406   0.050  19.026   0.034  18.151   0.032  17.088   0.033
 1693   1283.93  1213.05    19.884   0.066  19.030   0.030  17.959   0.038  16.554   0.053
 1694   1190.12  1092.24    19.289   0.035  19.026   0.032  18.296   0.031  17.276   0.045
 1695    880.04   110.61    19.469   0.054  19.032   0.045  18.098   0.062  16.847   0.062
 1696     63.62   238.35    19.458   0.061  19.032   0.033  18.071   0.026  16.831   0.030
 1697   1980.07   506.49    19.537   0.055  19.031   0.025  18.190   0.039  17.157   0.060
 1698   1034.38  1398.03    19.461   0.045  19.035   0.032  18.146   0.035  17.160   0.040
 1699    259.92  1306.75    19.432   0.053  19.035   0.036  18.224   0.040  17.208   0.046
 1700     11.39  1964.21    19.394   0.046  19.036   0.034  18.258   0.041  17.244   0.045
 1701   1071.43  1425.64    19.156   0.047  19.034   0.031  18.373   0.030  17.429   0.047
 1702    767.55   970.63    19.340   0.044  19.038   0.032  18.227   0.027  17.310   0.048
 1703   1216.45  1669.45    19.660   0.057  19.042   0.033  17.947   0.033  16.561   0.034
 1704   1095.13  1931.48    19.374   0.069  19.041   0.029  18.120   0.040  17.017   0.040
 1705    570.38   475.00    19.771   0.071  19.045   0.038  17.899   0.024  16.634   0.039
 1706   2001.33   423.36    19.793   0.073  19.047   0.039  17.937   0.036  16.574   0.039
 1707     82.74   258.71    19.442   0.043  19.045   0.032  18.029   0.030  16.850   0.038
 1708   1806.21   282.86    20.283   0.084  19.051   0.036  17.824   0.030  16.303   0.027
 1709    624.55  1067.81    19.363   0.048  19.045   0.038  18.246   0.035  17.212   0.035
 1710   1034.27  1194.70    19.392   0.049  19.048   0.026  18.333   0.039  17.363   0.055
 1711   1849.60   789.79    19.775   0.074  19.057   0.040  17.975   0.035  16.751   0.031
 1712    179.74  1644.81    19.450   0.041  19.056   0.030  18.066   0.033  16.896   0.040
 1713    986.65  1748.45    19.467   0.047  19.055   0.040  18.105   0.029  16.949   0.047
 1714   1925.96  1998.68    19.646   0.071  19.058   0.038  18.149   0.034  17.085   0.038
 1715   1278.97  1138.95    19.727   0.069  19.058   0.033  18.172   0.030  17.010   0.039
 1716   1848.60  1132.96    19.342   0.116  19.050   0.124  18.664   0.067  17.867   0.091
 1717   1900.17   699.44    19.494   0.058  19.057   0.031  18.214   0.035  17.111   0.045
 1718   1063.69  1666.79    19.410   0.045  19.060   0.034  18.188   0.035  17.126   0.047
 1719   1789.61   241.33    20.058   0.086  19.066   0.032  17.838   0.024  16.425   0.035
 1720   1054.88  1211.90    20.401   0.092  19.068   0.021  17.811   0.025  16.350   0.024
 1721   1588.30   825.81    19.357   0.046  19.066   0.034  18.230   0.031  17.120   0.037
 1722    941.94  1246.48    19.334   0.060  19.065   0.027  18.278   0.036  17.291   0.037
 1723   1134.61   948.70    19.390   0.045  19.067   0.040  18.280   0.029  17.281   0.055
 1724    378.99  1878.43    19.739   0.074  19.073   0.035  18.132   0.032  16.911   0.038
 1725    713.13  1417.20    19.467   0.065  19.070   0.042  18.305   0.042  17.337   0.049
 1726   1653.91  1290.79    19.665   0.057  19.074   0.041  18.155   0.023  16.921   0.029
 1727   1696.76   685.29    19.563   0.045  19.073   0.039  18.192   0.031  17.072   0.046
 1728    643.16   282.11    19.503   0.056  19.074   0.026  18.121   0.036  16.852   0.033
 1729    999.90  1015.61    19.411   0.041  19.072   0.032  18.317   0.040  17.339   0.047
 1730     81.76  1182.86    19.511   0.066  19.076   0.032  18.135   0.040  16.914   0.036
 1731   1370.45   193.64    19.647   0.049  19.080   0.039  17.859   0.037  16.459   0.029
 1732   1536.85   494.36    19.316   0.054  19.074   0.028  18.403   0.036  17.541   0.044
 1733   1603.39  1701.91    19.513   0.064  19.081   0.042  18.134   0.035  16.960   0.037
 1734   1367.43   194.53    19.588   0.043  19.082   0.039  18.162   0.031  17.103   0.045
 1735   1958.27  1063.47    19.430   0.045  19.081   0.035  18.345   0.047  17.321   0.041
 1736    223.62   997.87    19.676   0.064  19.088   0.038  17.937   0.036  16.706   0.032
 1737    472.96   427.61    20.473   0.091  19.091   0.027  17.767   0.021  16.267   0.030
 1738   1381.79  1600.59    19.431   0.047  19.081   0.027  18.434   0.039  17.373   0.054
 1739    949.64  1149.46    19.559   0.048  19.082   0.047  18.381   0.027  17.351   0.041
 1740    671.95  1765.28    19.780   0.058  19.086   0.034  18.113   0.032  17.061   0.047
 1741   1906.63   187.01    19.360   0.037  19.085   0.036  18.329   0.038  17.217   0.040
 1742   2018.06    13.06    19.470   0.051  19.090   0.045  18.215   0.049  17.132   0.061
 1743    239.68  1454.64    19.315   0.064  19.091   0.030  18.175   0.037  17.072   0.038
 1744   1314.04  1296.77    19.238   0.046  19.090   0.032  18.378   0.042  17.427   0.037
 1745   1715.36   768.93    19.460   0.052  19.093   0.037  18.192   0.029  17.040   0.038
 1746   1879.59   240.06    19.440   0.045  19.092   0.039  18.261   0.045  17.163   0.042
 1747     20.05  1513.30    19.368   0.057  19.095   0.048  18.185   0.033  17.076   0.040
 1748   1654.99  1353.92    19.776   0.067  19.093   0.034  18.346   0.030  17.262   0.043
 1749   1972.37  2032.04    19.451   0.043  19.095   0.041  18.364   0.044  17.327   0.055
 1750    204.30  1769.54    19.396   0.060  19.099   0.034  18.191   0.048  17.199   0.041
 1751    484.71   711.69    19.677   0.057  19.104   0.031  18.002   0.031  16.870   0.034
 1752   1407.05   714.26    20.121   0.100  19.105   0.035  17.913   0.028  16.477   0.033
 1753   1390.85  1867.23    19.338   0.037  19.102   0.040  18.268   0.029  17.304   0.046
 1754     40.89   303.86    19.473   0.054  19.104   0.031  18.283   0.038  17.104   0.031
 1755    580.40   310.92    19.312   0.052  19.104   0.033  18.286   0.029  17.108   0.039
 1756    729.04  1519.02    19.876   0.069  19.104   0.037  18.356   0.029  17.318   0.055
 1757    223.66  2003.33    19.344   0.047  19.108   0.039  18.171   0.034  17.123   0.038
 1758   1081.79   934.32    19.322   0.048  19.107   0.038  18.361   0.035  17.351   0.044
 1759    478.15  1698.40    19.343   0.053  19.107   0.036  18.341   0.041  17.252   0.054
 1760   1904.41  1806.52    19.633   0.039  19.109   0.036  18.222   0.037  17.167   0.048
 1761    497.94   604.64    19.285   0.045  19.108   0.039  18.331   0.030  17.289   0.047
 1762   1116.86  1171.21    19.652   0.053  19.115   0.040  17.973   0.039  16.616   0.037
 1763    401.51  1177.41    19.427   0.055  19.110   0.031  18.342   0.038  17.372   0.059
 1764   1534.23   325.10    19.360   0.069  19.112   0.032  18.329   0.047  17.234   0.046
 1765    760.38   923.78    19.516   0.072  19.113   0.035  18.349   0.050  17.483   0.054
 1766    806.98   327.07    19.735   0.061  19.120   0.030  18.145   0.041  16.801   0.042
 1767    881.78  1149.92    19.380   0.069  19.117   0.054  18.388   0.051  17.406   0.066
 1768   1091.68  1342.84    19.548   0.043  19.120   0.041  18.408   0.042  17.408   0.043
 1769   1064.53  1035.68    19.532   0.065  19.124   0.041  18.183   0.034  17.074   0.036
 1770    179.25  1913.12    19.616   0.067  19.121   0.046  18.355   0.041  17.277   0.047
 1771    610.44   759.14    19.410   0.046  19.122   0.032  18.412   0.038  17.509   0.046
 1772   1625.30   424.22    19.633   0.062  19.130   0.036  18.196   0.048  16.939   0.057
 1773   1166.59   753.58    19.603   0.065  19.132   0.038  18.179   0.027  17.056   0.032
 1774   1893.92  1544.48    19.457   0.045  19.127   0.041  18.463   0.043  17.543   0.066
 1775   1073.21   380.99    19.568   0.057  19.131   0.035  18.321   0.039  17.131   0.035
 1776   1117.44  1987.95    19.472   0.055  19.131   0.035  18.422   0.052  17.470   0.076
 1777    711.45  1280.10    19.541   0.052  19.131   0.032  18.416   0.040  17.549   0.049
 1778    337.71  1666.83    19.389   0.069  19.136   0.040  18.216   0.039  17.172   0.047
 1779   1478.65   978.76    19.464   0.035  19.137   0.043  18.307   0.032  17.195   0.042
 1780   1629.20   697.93    20.020   0.083  19.141   0.029  18.151   0.029  16.906   0.038
 1781   1027.83    42.42    20.041   0.071  19.145   0.037  18.086   0.034  16.745   0.028
 1782    890.99   809.80    19.521   0.056  19.141   0.033  18.295   0.031  17.227   0.052
 1783   1832.18    32.08    19.546   0.058  19.137   0.039  18.740   0.050  18.065   0.086
 1784   1807.76   847.34    19.429   0.051  19.142   0.040  18.421   0.039  17.386   0.041
 1785    813.69  1188.55    19.578   0.055  19.145   0.036  18.360   0.036  17.420   0.046
 1786     26.65  1599.69    19.811   0.075  19.152   0.042  18.044   0.032  16.841   0.040
 1787    295.57  1003.24    19.551   0.045  19.147   0.039  18.398   0.039  17.239   0.034
 1788   1055.46  1276.37    19.348   0.050  19.149   0.042  18.258   0.029  17.233   0.043
 1789   1236.07  1176.27    19.550   0.071  19.151   0.038  18.218   0.036  17.128   0.037
 1790   1799.13    50.90    19.744   0.057  19.151   0.035  18.177   0.043  16.862   0.040
 1791   1312.60   467.54    20.037   0.058  19.155   0.039  18.030   0.028  16.727   0.027
 1792   1912.88   931.09    19.397   0.045  19.149   0.032  18.398   0.037  17.429   0.045
 1793    403.39   635.57    19.337   0.036  19.151   0.037  18.258   0.038  17.213   0.046
 1794    411.89  1220.65    19.497   0.049  19.148   0.037  18.423   0.038  17.565   0.053
 1795   1473.87  1714.88    19.636   0.059  19.151   0.048  18.323   0.040  17.136   0.046
 1796   1851.93     2.36    19.630   0.063  19.157   0.054  18.079   0.066  16.752   0.078
 1797    310.74  1540.12    19.411   0.051  19.152   0.040  18.414   0.039  17.244   0.047
 1798   1599.69  1279.60    19.788   0.051  19.158   0.043  18.147   0.029  16.958   0.044
 1799    396.67   268.79    19.989   0.083  19.160   0.036  18.026   0.034  16.621   0.033
 1800    875.50  1580.70    19.587   0.054  19.157   0.044  18.291   0.034  17.369   0.051
 1801   1949.36   888.06    19.534   0.065  19.161   0.033  18.024   0.031  16.728   0.028
 1802    620.62  1967.33    19.456   0.051  19.159   0.031  18.354   0.032  17.393   0.056
 1803    794.69  1098.61    19.565   0.056  19.160   0.038  18.393   0.047  17.444   0.052
 1804   1656.37   672.82    19.923   0.086  19.167   0.034  18.006   0.029  16.555   0.029
 1805    726.24  1224.52    19.521   0.035  19.163   0.048  18.414   0.035  17.537   0.051
 1806     14.37  1205.38    19.573   0.055  19.164   0.037  18.340   0.044  17.223   0.053
 1807   1803.02   414.68    19.783   0.066  19.167   0.031  18.140   0.024  16.936   0.035
 1808    312.42   884.36    19.550   0.049  19.162   0.036  18.430   0.043  17.368   0.050
 1809    987.80   338.27    19.557   0.056  19.172   0.041  18.168   0.030  17.012   0.046
 1810   1825.89  1234.30    19.749   0.074  19.174   0.048  18.314   0.035  16.990   0.043
 1811   1752.23   119.53    19.418   0.040  19.174   0.029  18.345   0.039  17.273   0.040
 1812    728.36   912.89    19.425   0.048  19.175   0.041  18.436   0.042  17.450   0.042
 1813    283.80   854.36    19.752   0.069  19.178   0.036  18.235   0.033  16.637   0.152
 1814    443.41  1179.09    19.732   0.072  19.178   0.036  18.227   0.037  17.159   0.041
 1815    491.22   545.99    19.680   0.065  19.177   0.048  18.265   0.064  17.036   0.055
 1816   1950.51  1752.52    20.596   0.097  19.184   0.037  17.958   0.033  16.440   0.028
 1817   1476.59  1310.80    20.545   0.119  19.186   0.033  17.805   0.027  16.258   0.026
 1818    593.77   912.76    19.886   0.058  19.184   0.037  18.188   0.036  17.073   0.040
 1819    704.99   871.41    19.792   0.050  19.187   0.025  18.136   0.031  16.799   0.029
 1820   1804.78  1518.79    19.589   0.055  19.183   0.035  18.334   0.037  17.267   0.037
 1821   2004.64  1490.85    19.531   0.067  19.183   0.037  18.394   0.041  17.348   0.055
 1822    219.83   350.50    20.016   0.080  19.192   0.041  17.870   0.034  16.171   0.030
 1823    266.17   340.97    19.631   0.071  19.188   0.031  18.178   0.040  16.911   0.034
 1824    228.12   779.65    19.495   0.055  19.183   0.041  18.470   0.040  17.439   0.051
 1825    615.39  1247.57    19.713   0.079  19.182   0.068  18.621   0.068  17.563   0.106
 1826    572.13   756.75    19.470   0.065  19.189   0.037  18.227   0.030  17.155   0.039
 1827     77.79  1459.53    20.428   0.109  19.196   0.046  17.843   0.035  16.339   0.029
 1828    430.13  1632.06    19.529   0.063  19.187   0.038  18.364   0.034  17.340   0.061
 1829    681.88  1185.66    19.593   0.052  19.186   0.034  18.465   0.040  17.582   0.047
 1830     27.81   692.33    19.397   0.061  19.189   0.040  18.327   0.032  17.304   0.051
 1831     10.56  1201.14    19.666   0.069  19.191   0.045  18.292   0.029  17.042   0.037
 1832    211.82   685.29    20.275   0.106  19.203   0.036  17.628   0.028  15.085   0.018
 1833    220.65   164.10    19.622   0.048  19.192   0.037  18.380   0.051  17.155   0.048
 1834   1236.85   673.55    19.619   0.050  19.195   0.039  18.330   0.033  17.079   0.039
 1835   1820.07  1324.78    19.853   0.061  19.199   0.041  18.144   0.035  16.769   0.035
 1836    171.36  1741.28    19.691   0.069  19.196   0.038  18.351   0.048  17.204   0.055
 1837    521.11  1096.48    20.407   0.083  19.212   0.038  17.668   0.031  15.649   0.022
 1838   1428.61   723.72    19.753   0.063  19.198   0.032  18.478   0.041  17.380   0.048
 1839    246.06  1107.70    19.833   0.062  19.204   0.043  18.128   0.024  16.909   0.041
 1840    358.90  1596.04    19.588   0.053  19.202   0.037  18.381   0.040  17.384   0.047
 1841   1408.05   528.62    19.815   0.057  19.204   0.030  18.313   0.037  17.215   0.038
 1842    469.68   924.49    19.463   0.061  19.205   0.041  18.321   0.033  17.308   0.044
 1843   1304.60  1806.27    19.590   0.074  19.207   0.036  18.316   0.049  17.188   0.047
 1844    694.66  1256.19    19.832   0.067  19.210   0.038  18.213   0.028  17.048   0.031
 1845   1823.83  1539.74    19.525   0.059  19.209   0.039  18.289   0.042  17.231   0.045
 1846   1978.56   929.30    19.528   0.050  19.209   0.037  18.434   0.054  17.469   0.046
 1847   1619.83   403.75    19.880   0.071  19.216   0.044  18.187   0.040  16.855   0.033
 1848    993.19  1346.15    19.796   0.090  19.214   0.107  18.373   0.163  17.396   0.149
 1849    641.49   703.09    19.385   0.047  19.213   0.029  18.476   0.049  17.395   0.044
 1850   1076.54   258.17    19.558   0.046  19.216   0.041  18.254   0.033  17.091   0.045
 1851   1529.59  1895.65    19.861   0.061  19.219   0.043  18.119   0.030  16.762   0.036
 1852     24.46   717.26    19.604   0.053  19.213   0.045  18.561   0.042  17.637   0.063
 1853   1730.94   807.50    20.433   0.092  19.229   0.035  17.728   0.024  15.024   0.016
 1854   1489.29  1009.70    19.840   0.061  19.222   0.041  18.183   0.036  17.051   0.038
 1855    264.27  1398.82    19.466   0.059  19.218   0.049  18.457   0.046  17.466   0.048
 1856     30.89  1544.56    20.178   0.101  19.226   0.037  18.036   0.034  16.652   0.032
 1857   1207.73  1350.16    19.509   0.049  19.218   0.029  18.651   0.035  17.633   0.049
 1858     25.25  1683.03    19.561   0.054  19.224   0.040  18.384   0.050  17.497   0.076
 1859   1624.59   244.55    19.522   0.037  19.224   0.032  18.428   0.043  17.245   0.030
 1860    979.01  1275.14    19.642   0.062  19.224   0.032  18.384   0.035  17.402   0.051
 1861    449.92  1938.75    20.627   0.120  19.235   0.047  17.812   0.026  16.220   0.030
 1862   1081.72   411.27    19.677   0.076  19.229   0.035  18.233   0.032  17.086   0.038
 1863   1820.46  2023.16    19.939   0.083  19.230   0.033  18.178   0.029  16.921   0.038
 1864   1844.27  1070.19    19.232   0.050  19.225   0.042  18.498   0.038  17.412   0.048
 1865     86.71   867.09    20.043   0.095  19.233   0.044  18.056   0.038  16.635   0.042
 1866   1790.85   864.67    19.732   0.064  19.229   0.038  18.389   0.027  17.341   0.041
 1867   1751.05  1357.83    19.986   0.070  19.230   0.033  18.403   0.041  17.224   0.044
 1868   1344.76  1169.78    19.766   0.066  19.230   0.045  18.441   0.044  17.335   0.050
